user_id,month,calls_made_per_month,total_minutes,messages_sent,data_volume_mb,total_mb,total_gb
1077,1,42.0,267.0,37.0,10635.64,10635.64,11.0
1077,2,111.0,721.0,67.0,19926.55,19926.55,20.0
1077,3,107.0,648.0,72.0,20689.95,20689.95,21.0
1077,4,95.0,678.0,57.0,16964.5,16964.5,17.0
1077,5,85.0,604.0,77.0,23068.75,23068.75,23.0
1077,6,100.0,662.0,81.0,15390.56,15390.56,16.0
1077,7,110.0,748.0,73.0,19615.47,19615.47,20.0
1077,8,132.0,675.0,79.0,21343.47,21343.47,21.0
1077,9,119.0,784.0,63.0,19443.41,19443.41,19.0
1077,10,89.0,499.0,63.0,20861.04,20861.04,21.0
1077,11,125.0,782.0,56.0,22289.0,22289.0,22.0
1077,12,109.0,786.0,79.0,18543.85,18543.85,19.0
1078,11,16.0,85.0,36.0,8193.15,8193.15,9.0
1078,12,14.0,78.0,32.0,12485.130000000001,12485.130000000001,13.0
1079,7,7.0,36.0,7.0,1432.5,1432.5,2.0
1079,8,107.0,774.0,71.0,21227.57,21227.57,21.0
1079,9,92.0,591.0,97.0,17984.35,17984.35,18.0
1079,10,108.0,688.0,71.0,17375.9,17375.9,17.0
1079,11,105.0,645.0,66.0,13800.59,13800.59,14.0
1079,12,103.0,770.0,84.0,13852.37,13852.37,14.0
1080,8,,,31.0,20519.74,20519.74,21.0
1080,9,,,64.0,25499.72,25499.72,25.0
1080,10,,,59.0,30161.57,30161.57,30.0
1080,11,,,50.0,33559.88,33559.88,33.0
1080,12,,,61.0,24543.42,24543.42,24.0
1081,4,3.0,16.0,3.0,92.31,92.31,1.0
1081,5,43.0,269.0,23.0,14482.73,14482.73,15.0
1081,6,33.0,287.0,28.0,18137.88,18137.88,18.0
1081,7,35.0,178.0,32.0,15745.27,15745.27,16.0
1081,8,39.0,241.0,28.0,15950.3,15950.3,16.0
1081,9,31.0,167.0,34.0,17618.37,17618.37,18.0
1081,10,25.0,197.0,26.0,14885.800000000001,14885.800000000001,15.0
1081,11,30.0,175.0,31.0,13776.53,13776.53,14.0
1081,12,28.0,204.0,26.0,17865.73,17865.73,18.0
1082,4,32.0,182.0,15.0,6874.38,6874.38,7.0
1082,5,105.0,646.0,28.0,14537.34,14537.34,15.0
1082,6,95.0,609.0,22.0,17955.579999999998,17955.579999999998,18.0
1082,7,82.0,509.0,30.0,13257.65,13257.65,13.0
1082,8,89.0,627.0,30.0,19901.62,19901.62,20.0
1082,9,86.0,562.0,34.0,13554.4,13554.4,14.0
1082,10,97.0,555.0,38.0,17844.19,17844.19,18.0
1082,11,83.0,588.0,15.0,18821.37,18821.37,19.0
1082,12,96.0,682.0,31.0,22153.83,22153.83,22.0
1083,10,5.0,16.0,4.0,2911.0299999999997,2911.0299999999997,3.0
1083,11,63.0,480.0,11.0,17894.5,17894.5,18.0
1083,12,44.0,366.0,9.0,20914.25,20914.25,21.0
1084,10,29.0,211.0,36.0,7833.11,7833.11,8.0
1084,11,123.0,822.0,93.0,20587.48,20587.48,21.0
1084,12,103.0,669.0,81.0,27859.079999999998,27859.079999999998,28.0
1085,8,4.0,13.0,,1889.07,1889.07,2.0
1085,9,59.0,408.0,,22527.13,22527.13,22.0
1085,10,67.0,534.0,,22638.42,22638.42,23.0
1085,11,79.0,480.0,,25059.51,25059.51,25.0
1085,12,81.0,533.0,,25194.51,25194.51,25.0
1086,12,46.0,300.0,74.0,24775.81,24775.81,25.0
1087,11,17.0,156.0,18.0,6787.43,6787.43,7.0
1087,12,57.0,384.0,47.0,12425.47,12425.47,13.0
1088,5,3.0,21.0,8.0,2489.5,2489.5,3.0
1088,6,29.0,221.0,37.0,15980.02,15980.02,16.0
1088,7,36.0,284.0,46.0,14818.529999999999,14818.529999999999,15.0
1088,8,29.0,220.0,42.0,19089.65,19089.65,19.0
1088,9,31.0,194.0,57.0,15253.79,15253.79,15.0
1088,10,27.0,175.0,53.0,12191.83,12191.83,12.0
1088,11,34.0,209.0,47.0,19375.06,19375.06,19.0
1088,12,22.0,162.0,68.0,17376.54,17376.54,17.0
1089,12,,,27.0,16597.91,16597.91,17.0
1090,5,32.0,171.0,19.0,9592.09,9592.09,10.0
1090,6,47.0,285.0,27.0,15487.23,15487.23,16.0
1090,7,40.0,272.0,24.0,27591.61,27591.61,27.0
1090,8,48.0,308.0,22.0,22497.53,22497.53,22.0
1090,9,55.0,377.0,21.0,17343.94,17343.94,17.0
1090,10,74.0,411.0,21.0,13111.49,13111.49,13.0
1090,11,62.0,431.0,24.0,21358.72,21358.72,21.0
1090,12,45.0,268.0,31.0,14337.62,14337.62,15.0
1091,10,42.0,287.0,35.0,3632.92,3632.92,4.0
1091,11,72.0,483.0,51.0,6402.09,6402.09,7.0
1092,12,74.0,561.0,19.0,22419.61,22419.61,22.0
1093,12,37.0,225.0,17.0,4837.79,4837.79,5.0
1094,10,1.0,1.0,,1728.71,1728.71,2.0
1094,11,140.0,874.0,50.0,28448.4,28448.4,28.0
1094,12,108.0,695.0,49.0,23957.21,23957.21,24.0
1095,4,5.0,37.0,1.0,4392.78,4392.78,5.0
1095,5,27.0,170.0,11.0,13795.63,13795.63,14.0
1095,6,16.0,80.0,7.0,12560.2,12560.2,13.0
1095,7,18.0,90.0,14.0,15825.76,15825.76,16.0
1095,8,14.0,91.0,7.0,15474.53,15474.53,16.0
1095,9,19.0,108.0,16.0,15110.19,15110.19,15.0
1095,10,28.0,158.0,11.0,13619.65,13619.65,14.0
1095,11,21.0,138.0,17.0,18290.77,18290.77,18.0
1095,12,22.0,133.0,11.0,18523.18,18523.18,19.0
1096,12,21.0,128.0,14.0,7159.74,7159.74,7.0
1097,8,19.0,172.0,,4130.0599999999995,4130.0599999999995,5.0
1097,9,106.0,663.0,,12047.3,12047.3,12.0
1097,10,104.0,636.0,,17220.95,17220.95,17.0
1097,11,95.0,569.0,,20539.170000000002,20539.170000000002,21.0
